id_row,Date,New Business Type,Loan Type,Loan Duration,Other,Rate,Amount
1574,201412,Households,Loans for consumption,Over 5 years,NA,4.26000022888184,6.0
1575,201412,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.42999994754791,7232.0
1576,201412,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.71000003814697,38.0
1577,201412,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.62999999523163,1381.0
1578,201412,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,2.14000010490417,64.0
1579,201412,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.98000001907349,979.0
1580,201412,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,2.25999999046326,95.0
1581,201412,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.8400000333786,338.0
1582,201412,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,3.78999996185303,25.0
1583,201412,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.129999995231628,136.0
1584,201501,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.41999995708466,14.0
1585,201501,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,3.51999998092651,22.0
1586,201501,Households,Loans for consumption,Over 5 years,NA,3.75999999046326,5.0
1587,201501,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.89999997615814,202.0
1588,201501,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.319999992847443,185.0
1589,201501,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,2.0,26.0
1590,201501,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,2.0,881.0
1591,201501,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.119999997317791,2997.0
1592,201501,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.5900000333786,5449.0
1593,201501,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.58000004291534,1519.0
1594,201501,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,2.14000010490417,74.0
1595,201502,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,2.0699999332428,81.0
1596,201502,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.280000001192093,84.0
1597,201502,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.48000001907349,996.0
1598,201502,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.37999999523163,13.0
1599,201502,Households,Loans for consumption,Over 5 years,NA,2.40000009536743,16.0
1600,201502,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,2.19000005722046,74.0
1601,201502,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.200000002980232,3329.0
1602,201502,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,2.0,799.0
1603,201502,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.92999994754791,35.0
1604,201502,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.86000001430511,179.0
1605,201502,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.5,5605.0
1606,201503,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.28999999165535,108.0
1607,201503,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.37999999523163,7012.0
1608,201503,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.0700000002980232,2577.0
1609,201503,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.49000000953674,1549.0
1610,201503,Households,Loans for consumption,Over 5 years,NA,2.49000000953674,12.0
1611,201503,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,2.35999989509583,57.0
1612,201503,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,2.03999996185303,107.0
1613,201503,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.97000002861023,959.0
1614,201503,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.62000000476837,17.0
1615,201503,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.82000005245209,250.0
1616,201503,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.91999995708466,49.0
1617,201504,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.5,5556.0
1618,201504,Households,Loans for consumption,Over 5 years,NA,2.91000008583069,8.0
1619,201504,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.96000003814697,828.0
1620,201504,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,2.83999991416931,33.0
1621,201504,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.180000007152557,2454.0
1622,201504,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.28999999165535,91.0
1623,201504,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.85000002384186,51.0
1624,201504,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.36000001430511,957.0
1625,201504,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.45000004768372,13.0
1626,201504,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.77999997138977,186.0
1627,201504,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.95000004768372,101.0
1628,201505,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.50999999046326,20.0
1629,201505,Households,Loans for consumption,Over 5 years,NA,3.09999990463257,8.0
1630,201505,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.0399999991059303,2662.0
1631,201505,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.37999999523163,939.0
1632,201505,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.94000005722046,795.0
1633,201505,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.55999994277954,6073.0
1634,201505,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.97000002861023,133.0
1635,201505,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.8400000333786,63.0
1636,201505,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,2.8199999332428,34.0
1637,201505,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.230000004172325,67.0
1638,201505,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.75999999046326,195.0
1639,201506,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.30999994277954,7062.0
1640,201506,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.46000003814697,1479.0
1641,201506,Households,Loans for consumption,Over 5 years,NA,3.54999995231628,7.0
1642,201506,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.94000005722046,893.0
1643,201506,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,2.00999999046326,71.0
1644,201506,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,2.05999994277954,166.0
1645,201506,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.340000003576279,97.0
1646,201506,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.0799999982118607,4638.0
1647,201506,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,3.46000003814697,30.0
1648,201506,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.76999998092651,22.0
1649,201506,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.72000002861023,230.0
1650,201507,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,3.64000010490417,30.0
1651,201507,Households,Loans for consumption,Over 5 years,NA,3.77999997138977,8.0
1652,201507,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.25,116.0
1653,201507,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.37000000476837,5934.0
1654,201507,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.0700000002980232,2440.0
1655,201507,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,2.13000011444092,73.0
1656,201507,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,2.15000009536743,161.0
1657,201507,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.9099999666214,901.0
1658,201507,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.75999999046326,17.0
1659,201507,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.79999995231628,254.0
1660,201507,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.46000003814697,1419.0
1661,201508,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,2.10999989509583,99.0
1662,201508,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.409999996423721,107.0
1663,201508,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.3400000333786,5511.0
1664,201508,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.71000003814697,11.0
1665,201508,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,2.04999995231628,50.0
1666,201508,Households,Loans for consumption,Over 5 years,NA,3.73000001907349,6.0
1667,201508,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,3.71000003814697,21.0
1668,201508,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.91999995708466,769.0
1669,201508,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.100000001490116,4492.0
1670,201508,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.36000001430511,971.0
1671,201508,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.79999995231628,160.0
1672,201509,Households,Loans for consumption,Over 5 years,NA,3.91000008583069,5.0
1673,201509,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.409999996423721,92.0
1674,201509,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.8400000333786,794.0
1675,201509,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.78999996185303,222.0
1676,201509,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.57000005245209,23.0
1677,201509,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.38999998569489,6077.0
1678,201509,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,3.75,22.0
1679,201509,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,2.10999989509583,49.0
1680,201509,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.0,3548.0
1681,201509,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,2.07999992370605,120.0
1682,201509,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.28999996185303,620.0
1683,201510,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,2.10999989509583,56.0
1684,201510,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.75999999046326,225.0
1685,201510,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.51999998092651,996.0
1686,201510,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.0399999991059303,2418.0
1687,201510,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,2.08999991416931,117.0
1688,201510,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.5900000333786,19.0
1689,201510,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.04999995231628,733.0
1690,201510,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,3.69000005722046,27.0
1691,201510,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.47000002861023,5748.0
1692,201510,Households,Loans for consumption,Over 5 years,NA,3.8199999332428,5.0
1693,201510,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.349999994039536,69.0
1694,201511,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.76999998092651,196.0
1695,201511,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.17999994754791,551.0
1696,201511,Households,Loans for consumption,Over 5 years,NA,3.9300000667572,5.0
1697,201511,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.50999999046326,29.0
1698,201511,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,2.01999998092651,76.0
1699,201511,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.82000005245209,746.0
1700,201511,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.3400000333786,6019.0
1701,201511,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,3.80999994277954,21.0
1702,201511,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.519999980926514,71.0
1703,201511,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.0199999995529652,7212.0
1704,201511,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,2.09999990463257,120.0
1705,201512,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.100000001490116,4256.0
1706,201512,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.79999995231628,781.0
1707,201512,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.98000001907349,65.0
1708,201512,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,3.78999996185303,20.0
1709,201512,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.22000002861023,715.0
1710,201512,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.74000000953674,218.0
1711,201512,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.32000005245209,6888.0
1712,201512,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.47000002861023,29.0
1713,201512,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,2.0,146.0
1714,201512,Households,Loans for consumption,Over 5 years,NA,3.78999996185303,5.0
1715,201512,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.509999990463257,65.0
1716,201601,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.189999997615814,65.0
1717,201601,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.30999994277954,5623.0
1718,201601,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.79999995231628,731.0
1719,201601,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.55999994277954,25.0
1720,201601,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.23000001907349,707.0
1721,201601,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.00999999977648258,1558.0
1722,201601,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.77999997138977,176.0
1723,201601,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.89999997615814,36.0
1724,201601,Households,Loans for consumption,Over 5 years,NA,2.15000009536743,8.0
1725,201601,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,2.17000007629395,35.0
1726,201601,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.9099999666214,106.0
1727,201602,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.79999995231628,146.0
1728,201602,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.79999995231628,751.0
1729,201602,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.30999994277954,7300.0
1730,201602,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,1.60000002384186,90.0
1731,201602,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.11000001430511,672.0
1732,201602,Households,Loans for consumption,Over 5 years,NA,1.71000003814697,19.0
1733,201602,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.270000010728836,159.0
1734,201602,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.41999995708466,26.0
1735,201602,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.9099999666214,114.0
1736,201602,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.129999995231628,2603.0
1737,201602,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.89999997615814,49.0
1738,201603,Households,Loans for consumption,Over 5 years,NA,1.8400000333786,16.0
1739,201603,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.44000005722046,32.0
1740,201603,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.319999992847443,83.0
1741,201603,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.79999995231628,821.0
1742,201603,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.75999999046326,49.0
1743,201603,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.16999995708466,726.0
1744,201603,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.32000005245209,7486.0
1745,201603,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.200000002980232,6478.0
1746,201603,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.73000001907349,218.0
1747,201603,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,1.89999997615814,58.0
1748,201603,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.9099999666214,124.0
1749,201604,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.74000000953674,810.0
1750,201604,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,2.51999998092651,33.0
1751,201604,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.6599999666214,50.0
1752,201604,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.48000001907349,33.0
1753,201604,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.230000004172325,3390.0
1754,201604,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.39999997615814,660.0
1755,201604,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.16999995708466,6276.0
1756,201604,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.200000002980232,51.0
1757,201604,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.71000003814697,197.0
1758,201604,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.79999995231628,145.0
1759,201604,Households,Loans for consumption,Over 5 years,NA,2.51999998092651,8.0
1760,201605,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.82000005245209,119.0
1761,201605,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.70000004768372,69.0
1762,201605,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.340000003576279,110.0
1763,201605,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.259999990463257,4531.0
1764,201605,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.07000005245209,6300.0
1765,201605,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.42999994754791,28.0
1766,201605,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.70000004768372,751.0
1767,201605,Households,Loans for consumption,Over 5 years,NA,2.85999989509583,7.0
1768,201605,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.70000004768372,185.0
1769,201605,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,2.78999996185303,29.0
1770,201605,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.5900000333786,588.0
1771,201606,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.239999994635582,5271.0
1772,201606,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.340000003576279,78.0
1773,201606,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.72000002861023,825.0
1774,201606,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.03999996185303,7356.0
1775,201606,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.44000005722046,34.0
1776,201606,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,2.94000005722046,27.0
1777,201606,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.75999999046326,122.0
1778,201606,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.0900000333786,847.0
1779,201606,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.58000004291534,74.0
1780,201606,Households,Loans for consumption,Over 5 years,NA,2.79999995231628,6.0
1781,201606,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.6599999666214,222.0
1782,201607,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,2.86999988555908,28.0
1783,201607,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.170000001788139,119.0
1784,201607,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.03999996185303,6965.0
1785,201607,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.69000005722046,789.0
1786,201607,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.54999995231628,81.0
1787,201607,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.30999994277954,514.0
1788,201607,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.38999998569489,35.0
1789,201607,Households,Loans for consumption,Over 5 years,NA,2.82999992370605,7.0
1790,201607,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.4099999666214,289.0
1791,201607,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.73000001907349,170.0
1792,201607,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.0900000035762787,2450.0
1793,201608,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.0799999982118607,1373.0
1794,201608,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.41999995708466,19.0
1795,201608,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.05999994277954,6063.0
1796,201608,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.66999995708466,155.0
1797,201608,Households,Loans for consumption,Over 5 years,NA,2.89000010490417,6.0
1798,201608,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.66999995708466,125.0
1799,201608,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,2.71000003814697,23.0
1800,201608,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.78999996185303,719.0
1801,201608,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.29999995231628,475.0
1802,201608,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.300000011920929,96.0
1803,201608,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.55999994277954,74.0
1804,201609,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.200000002980232,2815.0
1805,201609,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.51999998092651,76.0
1806,201609,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.42999994754791,22.0
1807,201609,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.25999999046326,605.0
1808,201609,Households,Loans for consumption,Over 5 years,NA,2.61999988555908,6.0
1809,201609,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.73000001907349,851.0
1810,201609,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,2.67000007629395,26.0
1811,201609,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.62000000476837,161.0
1812,201609,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.66999995708466,230.0
1813,201609,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.400000005960464,62.0
1814,201609,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.30999994277954,6954.0
1815,201610,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,2.35999989509583,29.0
1816,201610,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,0.980000019073486,717.0
1817,201610,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.51999998092651,71.0
1818,201610,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.490000009536743,38.0
1819,201610,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.24000000953674,5716.0
1820,201610,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.44000005722046,17.0
1821,201610,Households,Loans for consumption,Over 5 years,NA,2.4300000667572,7.0
1822,201610,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.66999995708466,194.0
1823,201610,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.75999999046326,797.0
1824,201610,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.6599999666214,194.0
1825,201610,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.239999994635582,2230.0
1826,201611,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,1.75999999046326,734.0
1827,201611,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.6599999666214,193.0
1828,201611,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,1.28999996185303,6273.0
1829,201611,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,1.5900000333786,115.0
1830,201611,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,0.479999989271164,55.0
1831,201611,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,2.69000005722046,23.0
1832,201611,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,-0.310000002384186,3255.0
1833,201611,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.36000001430511,498.0
1834,201611,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,1.33000004291534,27.0
1835,201611,Households,Loans for consumption,Over 5 years,NA,2.66000008583069,5.0
1836,201611,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.67999994754791,219.0
1837,201612,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,1.26999998092651,736.0
1838,201612,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,1.72000002861023,217.0
1839,201612,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,1.64999997615814,248.0
