id_row,Date,New Business Type,Loan Type,Loan Duration,Other,Rate,Amount
0,200301,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.42000007629395,2592.0
1,200301,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,6.01999998092651,47.0
2,200301,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,4.25,1440.0
3,200301,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.78999996185303,11430.0
4,200301,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,4.15999984741211,4736.0
5,200301,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
6,200301,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
7,200301,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.50999999046326,9063.0
8,200301,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,4.25,77.0
9,200301,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
10,200301,Households,Loans for consumption,Over 5 years,NA,8.64999961853027,7.0
11,200302,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,4.05000019073486,1445.0
12,200302,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.39000010490417,2329.0
13,200302,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
14,200302,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,4.75,57.0
15,200302,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
16,200302,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.73000001907349,13650.0
17,200302,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,4.26000022888184,3845.0
18,200302,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.45000004768372,8260.0
19,200302,Households,Loans for consumption,Over 5 years,NA,1.39999997615814,10.0
20,200302,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
21,200302,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,4.15999984741211,67.0
22,200303,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.30999994277954,9691.0
23,200303,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,4.05000019073486,4803.0
24,200303,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
25,200303,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
26,200303,Households,Loans for consumption,Over 5 years,NA,2.35999989509583,10.0
27,200303,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.95000004768372,1362.0
28,200303,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.21000003814697,4653.0
29,200303,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
30,200303,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.98000001907349,82.0
31,200303,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,4.63000011444092,41.0
32,200303,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.58999991416931,20263.0
33,200304,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
34,200304,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.89000010490417,81.0
35,200304,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.24000000953674,9043.0
36,200304,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.32999992370605,3814.0
37,200304,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,4.0,1266.0
38,200304,Households,Loans for consumption,Over 5 years,NA,1.42999994754791,8.0
39,200304,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,4.1399998664856,4133.0
40,200304,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
41,200304,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
42,200304,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,4.80999994277954,37.0
43,200304,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.53999996185303,20522.0
44,200305,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.20000004768372,8982.0
45,200305,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.80999994277954,81.0
46,200305,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.07000017166138,37.0
47,200305,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
48,200305,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,4.01000022888184,4420.0
49,200305,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.74000000953674,1486.0
50,200305,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
51,200305,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
52,200305,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.53999996185303,19644.0
53,200305,Households,Loans for consumption,Over 5 years,NA,1.62000000476837,6.0
54,200305,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.27999997138977,3597.0
55,200306,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.65000009536743,1489.0
56,200306,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.25999999046326,9340.0
57,200306,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.89999997615814,9937.0
58,200306,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
59,200306,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,4.96999979019165,33.0
60,200306,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
61,200306,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
62,200306,Households,Loans for consumption,Over 5 years,NA,2.22000002861023,6.0
63,200306,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.17000007629395,23867.0
64,200306,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.85999989509583,79.0
65,200306,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.60999989509583,709.0
66,200307,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.64000010490417,1364.0
67,200307,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.86000001430511,9243.0
68,200307,Households,Loans for consumption,Over 5 years,NA,2.0,8.0
69,200307,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
70,200307,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
71,200307,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.70000004768372,118.0
72,200307,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
73,200307,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.09999990463257,22511.0
74,200307,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.52999997138977,5270.0
75,200307,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,4.82999992370605,36.0
76,200307,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.51999998092651,939.0
77,200308,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.73000001907349,1112.0
78,200308,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.08999991416931,27938.0
79,200308,Households,Loans for consumption,Over 5 years,NA,5.75,6.0
80,200308,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.74000000953674,74.0
81,200308,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.59999990463257,24.0
82,200308,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
83,200308,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
84,200308,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.33999991416931,5629.0
85,200308,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.46000003814697,879.0
86,200308,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.82000005245209,8106.0
87,200308,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
88,200309,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.61999988555908,27.0
89,200309,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
90,200309,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.42000007629395,1839.0
91,200309,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
92,200309,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.85000002384186,8551.0
93,200309,Households,Loans for consumption,Over 5 years,NA,5.76000022888184,6.0
94,200309,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.74000000953674,88.0
95,200309,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.0699999332428,28520.0
96,200309,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.50999999046326,918.0
97,200309,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
98,200309,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.20000004768372,8290.0
99,200310,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
100,200310,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
101,200310,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.32999992370605,6536.0
102,200310,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.8400000333786,9057.0
103,200310,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.5699999332428,1550.0
104,200310,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.53999996185303,31.0
105,200310,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.00999999046326,32236.0
106,200310,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.3199999332428,934.0
107,200310,Households,Loans for consumption,Over 5 years,NA,5.71000003814697,8.0
108,200310,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
109,200310,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.52999997138977,110.0
110,200311,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
111,200311,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.75999999046326,6987.0
112,200311,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.38000011444092,5787.0
113,200311,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.6800000667572,1164.0
114,200311,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
115,200311,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
116,200311,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.25999999046326,1035.0
117,200311,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.50999999046326,111.0
118,200311,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.96000003814697,22370.0
119,200311,Households,Loans for consumption,Over 5 years,NA,5.76999998092651,7.0
120,200311,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.5,27.0
121,200312,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.40000009536743,122.0
122,200312,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
123,200312,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.23000001907349,7529.0
124,200312,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.50999999046326,919.0
125,200312,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.46000003814697,24.0
126,200312,Households,Loans for consumption,Over 5 years,NA,5.6100001335144,7.0
127,200312,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.82000005245209,7777.0
128,200312,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
129,200312,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.97000002861023,27781.0
130,200312,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.49000000953674,2020.0
131,200312,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
132,200401,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.42000007629395,900.0
133,200401,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.39000010490417,103.0
134,200401,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.77999997138977,7972.0
135,200401,Households,Loans for consumption,Over 5 years,NA,5.8899998664856,8.0
136,200401,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.69000005722046,21.0
137,200401,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
138,200401,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
139,200401,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
140,200401,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.04999995231628,25726.0
141,200401,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.60999989509583,1597.0
142,200401,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.09999990463257,7034.0
143,200402,Households,Loans for consumption,Over 5 years,NA,5.21000003814697,15.0
144,200402,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.42000007629395,115.0
145,200402,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
146,200402,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,4.92000007629395,41.0
147,200402,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
148,200402,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.00999999046326,27762.0
149,200402,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.74000000953674,1166.0
150,200402,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.24000000953674,5343.0
151,200402,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.39000010490417,849.0
152,200402,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.76999998092651,6443.0
153,200402,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
154,200403,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.35999989509583,122.0
155,200403,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
156,200403,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.75,7854.0
157,200403,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
158,200403,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.47000002861023,885.0
159,200403,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.99000000953674,29814.0
160,200403,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.30999994277954,1722.0
161,200403,Households,Loans for consumption,Over 5 years,NA,5.21000003814697,11.0
162,200403,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,2.99000000953674,7993.0
163,200403,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
164,200403,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,4.96999979019165,34.0
165,200404,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.20000004768372,5309.0
166,200404,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
167,200404,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
168,200404,Households,Loans for consumption,Over 5 years,NA,5.5,8.0
169,200404,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.51999998092651,795.0
170,200404,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.00999999046326,28139.0
171,200404,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.39000010490417,123.0
172,200404,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.75,7705.0
173,200404,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.46000003814697,1452.0
174,200404,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
175,200404,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.26999998092651,29.0
176,200405,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.59999990463257,1251.0
177,200405,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.73000001907349,35.0
178,200405,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
179,200405,Households,Loans for consumption,Over 5 years,NA,5.84000015258789,7.0
180,200405,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
181,200405,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
182,200405,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.91000008583069,756.0
183,200405,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.07999992370605,4945.0
184,200405,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.39000010490417,138.0
185,200405,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.0,26279.0
186,200405,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.75999999046326,6753.0
187,200406,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.61999988555908,1735.0
188,200406,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.71000003814697,34.0
189,200406,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
190,200406,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.77999997138977,7369.0
191,200406,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
192,200406,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.09999990463257,7939.0
193,200406,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.84999990463257,937.0
194,200406,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.02999997138977,24718.0
195,200406,Households,Loans for consumption,Over 5 years,NA,5.80000019073486,6.0
196,200406,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
197,200406,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.38000011444092,121.0
198,200407,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.83999991416931,842.0
199,200407,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.69999980926514,34.0
200,200407,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.4300000667572,127.0
201,200407,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.77999997138977,7542.0
202,200407,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.20000004768372,5244.0
203,200407,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.02999997138977,23783.0
204,200407,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
205,200407,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
206,200407,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
207,200407,Households,Loans for consumption,Over 5 years,NA,5.94000005722046,7.0
208,200407,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.61999988555908,1317.0
209,200408,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.9300000667572,751.0
210,200408,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.49000000953674,106.0
211,200408,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
212,200408,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.75999999046326,6604.0
213,200408,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
214,200408,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.01999998092651,23128.0
215,200408,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.69000005722046,25.0
216,200408,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.25999999046326,4336.0
217,200408,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
218,200408,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.70000004768372,1243.0
219,200408,Households,Loans for consumption,Over 5 years,NA,5.92000007629395,10.0
220,200409,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.48000001907349,973.0
221,200409,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
222,200409,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.78999996185303,7138.0
223,200409,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,2.9300000667572,7067.0
224,200409,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.02999997138977,26893.0
225,200409,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
226,200409,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.41000008583069,136.0
227,200409,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.57000017166138,28.0
228,200409,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.88000011444092,896.0
229,200409,Households,Loans for consumption,Over 5 years,NA,5.8600001335144,6.0
230,200409,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
231,200410,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.28999996185303,4300.0
232,200410,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
233,200410,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.78999996185303,6950.0
234,200410,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.38000011444092,145.0
235,200410,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.94000005722046,780.0
236,200410,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.57999992370605,31.0
237,200410,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
238,200410,Households,Loans for consumption,Over 5 years,NA,5.90000009536743,6.0
239,200410,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
240,200410,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.53999996185303,824.0
241,200410,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.04999995231628,28296.0
242,200411,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.0699999332428,19891.0
243,200411,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.97000002861023,830.0
244,200411,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
245,200411,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
246,200411,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.57999992370605,28.0
247,200411,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.19000005722046,4667.0
248,200411,Households,Loans for consumption,Over 5 years,NA,5.82999992370605,8.0
249,200411,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
250,200411,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.82000005245209,6718.0
251,200411,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.41000008583069,149.0
252,200411,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.54999995231628,1154.0
253,200412,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
254,200412,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
255,200412,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.87000000476837,6840.0
256,200412,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
257,200412,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.59999990463257,28.0
258,200412,Households,Loans for consumption,Over 5 years,NA,5.84999990463257,6.0
259,200412,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.38000011444092,157.0
260,200412,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.25999999046326,29821.0
261,200412,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.91000008583069,943.0
262,200412,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.16000008583069,7317.0
263,200412,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.46000003814697,1669.0
264,200501,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Over 1 million euro,3.16000008583069,5471.0
265,200501,Non financial corporations,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,2.03999996185303,29111.0
266,200501,Households,Loans for house purchase,Over 1 and up to 5 years initial rate fixation,NA,0.0,0.0
267,200501,Households,Loans for house purchase,Over 5 and up to 10 years initial rate fixation,NA,0.0,0.0
268,200501,Households,Loans for consumption,Over 5 years,NA,5.38000011444092,7.0
269,200501,Households,Loans for consumption,Over 1 and up to 5 years initial rate fixation,NA,5.40000009536743,37.0
270,200501,Households,Deposits with agreed maturity,Up to 1 year  initial maturity,NA,1.85000002384186,7268.0
271,200501,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.4300000667572,114.0
272,200501,Non financial corporations,Loans,Floating rate and up to 1 year initial rate fixation,Up to 1 million euro,3.83999991416931,848.0
273,200501,Households,Loans for house purchase,Over 10 years initial rate fixation,NA,0.0,0.0
274,200501,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.63000011444092,1287.0
275,200502,Households,Loans for house purchase,Floating rate and up to 1 year initial rate fixation,NA,3.45000004768372,116.0
276,200502,Households,Loans for other purposes,Floating rate and up to 1 year initial rate fixation,NA,3.39000010490417,1409.0
